   0.0000000e+00	   0.0000000e+00	
   1.9800000e-01	   4.8380000e-01	
   3.9600000e-01	   9.4590000e-01	
   5.9410000e-01	   1.3871000e+00	
   7.9210000e-01	   1.8085000e+00	
   9.9010000e-01	   2.2110000e+00	
   1.1881000e+00	   2.5953000e+00	
   1.3862000e+00	   2.9623000e+00	
   1.5842000e+00	   3.3128000e+00	
   1.7822000e+00	   3.6475000e+00	
   1.9802000e+00	   3.9672000e+00	
   2.1782000e+00	   4.2725000e+00	
   2.3763000e+00	   4.5640000e+00	
   2.5743000e+00	   4.8424000e+00	
   2.7723000e+00	   5.1083000e+00	
   2.9703000e+00	   5.3622000e+00	
   3.1684000e+00	   5.6047000e+00	
   3.3664000e+00	   5.8363000e+00	
   3.5644000e+00	   6.0575000e+00	
   3.7624000e+00	   6.2687000e+00	
   3.9604000e+00	   6.4703000e+00	
   4.1585000e+00	   6.6630000e+00	
   4.3565000e+00	   6.8469000e+00	
   4.5545000e+00	   7.0226000e+00	
   4.7525000e+00	   7.1903000e+00	
   4.9506000e+00	   7.3506000e+00	
   5.1486000e+00	   7.5036000e+00	
   5.3466000e+00	   7.6497000e+00	
   5.5446000e+00	   7.7892000e+00	
   5.7426000e+00	   7.9225000e+00	
   5.9407000e+00	   8.0497000e+00	
   6.1387000e+00	   8.1713000e+00	
   6.3367000e+00	   8.2873000e+00	
   6.5347000e+00	   8.3982000e+00	
   6.7328000e+00	   8.5040000e+00	
   6.9308000e+00	   8.6051000e+00	
   7.1288000e+00	   8.7016000e+00	
   7.3268000e+00	   8.7938000e+00	
   7.5248000e+00	   8.8819000e+00	
   7.7229000e+00	   8.9659000e+00	
   7.9209000e+00	   9.0462000e+00	
   8.1189000e+00	   9.1229000e+00	
   8.3169000e+00	   9.1962000e+00	
   8.5150000e+00	   9.2661000e+00	
   8.7130000e+00	   9.3329000e+00	
   8.9110000e+00	   9.3967000e+00	
   9.1090000e+00	   9.4576000e+00	
   9.3070000e+00	   9.5157000e+00	
   9.5051000e+00	   9.5713000e+00	
   9.7031000e+00	   9.6243000e+00	
   9.9011000e+00	   9.6750000e+00	
   1.0099100e+01	   9.7234000e+00	
   1.0297200e+01	   9.7696000e+00	
   1.0495200e+01	   9.8137000e+00	
   1.0693200e+01	   9.8559000e+00	
   1.0891200e+01	   9.8961000e+00	
   1.1089200e+01	   9.9345000e+00	
   1.1287300e+01	   9.9712000e+00	
   1.1485300e+01	   1.0006300e+01	
   1.1683300e+01	   1.0039800e+01	
   1.1881300e+01	   1.0071700e+01	
   1.2079400e+01	   1.0102200e+01	
   1.2277400e+01	   1.0131400e+01	
   1.2475400e+01	   1.0159200e+01	
   1.2673400e+01	   1.0185800e+01	
   1.2871500e+01	   1.0211200e+01	
   1.3069500e+01	   1.0235500e+01	
   1.3267500e+01	   1.0258600e+01	
   1.3465500e+01	   1.0280700e+01	
   1.3663500e+01	   1.0301900e+01	
   1.3861600e+01	   1.0322000e+01	
   1.4059600e+01	   1.0341300e+01	
   1.4257600e+01	   1.0359700e+01	
   1.4455600e+01	   1.0377300e+01	
   1.4653700e+01	   1.0394000e+01	
   1.4851700e+01	   1.0410100e+01	
   1.5049700e+01	   1.0425400e+01	
   1.5247700e+01	   1.0440000e+01	
   1.5445700e+01	   1.0453900e+01	
   1.5643800e+01	   1.0467200e+01	
   1.5841800e+01	   1.0480000e+01	
   1.6039800e+01	   1.0492100e+01	
   1.6237800e+01	   1.0503700e+01	
   1.6435900e+01	   1.0514800e+01	
   1.6633900e+01	   1.0525400e+01	
   1.6831900e+01	   1.0535500e+01	
   1.7029900e+01	   1.0545200e+01	
   1.7227900e+01	   1.0554400e+01	
   1.7426000e+01	   1.0563200e+01	
   1.7624000e+01	   1.0571600e+01	
   1.7822000e+01	   1.0579600e+01	
   1.8020000e+01	   1.0587300e+01	
