   0.0000000e+00	   0.0000000e+00	
   9.7000000e-02	   4.5200000e-02	
   1.9390000e-01	   1.7160000e-01	
   2.9090000e-01	   3.6060000e-01	
   3.8780000e-01	   5.8990000e-01	
   4.8480000e-01	   8.3560000e-01	
   5.8170000e-01	   1.0744000e+00	
   6.7870000e-01	   1.2855000e+00	
   7.7560000e-01	   1.4526000e+00	
   8.7260000e-01	   1.5646000e+00	
   9.6950000e-01	   1.6165000e+00	
   1.0665000e+00	   1.6089000e+00	
   1.1634000e+00	   1.5478000e+00	
   1.2604000e+00	   1.4432000e+00	
   1.3573000e+00	   1.3083000e+00	
   1.4543000e+00	   1.1578000e+00	
   1.5512000e+00	   1.0065000e+00	
   1.6482000e+00	   8.6790000e-01	
   1.7451000e+00	   7.5330000e-01	
   1.8421000e+00	   6.7080000e-01	
   1.9390000e+00	   6.2480000e-01	
   2.0360000e+00	   6.1640000e-01	
   2.1329000e+00	   6.4280000e-01	
   2.2299000e+00	   6.9870000e-01	
   2.3268000e+00	   7.7660000e-01	
   2.4238000e+00	   8.6750000e-01	
   2.5207000e+00	   9.6220000e-01	
   2.6177000e+00	   1.0520000e+00	
   2.7146000e+00	   1.1292000e+00	
   2.8116000e+00	   1.1881000e+00	
   2.9085000e+00	   1.2251000e+00	
   3.0055000e+00	   1.2387000e+00	
   3.1024000e+00	   1.2299000e+00	
   3.1994000e+00	   1.2014000e+00	
   3.2963000e+00	   1.1575000e+00	
   3.3933000e+00	   1.1033000e+00	
   3.4902000e+00	   1.0448000e+00	
   3.5872000e+00	   9.8740000e-01	
   3.6841000e+00	   9.3620000e-01	
   3.7811000e+00	   8.9510000e-01	
   3.8780000e+00	   8.6700000e-01	
   3.9750000e+00	   8.5330000e-01	
   4.0719000e+00	   8.5380000e-01	
   4.1689000e+00	   8.6730000e-01	
   4.2658000e+00	   8.9140000e-01	
   4.3628000e+00	   9.2310000e-01	
   4.4597000e+00	   9.5890000e-01	
   4.5567000e+00	   9.9510000e-01	
   4.6536000e+00	   1.0286000e+00	
   4.7506000e+00	   1.0566000e+00	
   4.8475000e+00	   1.0771000e+00	
   4.9445000e+00	   1.0890000e+00	
   5.0414000e+00	   1.0918000e+00	
   5.1384000e+00	   1.0862000e+00	
   5.2354000e+00	   1.0735000e+00	
   5.3323000e+00	   1.0553000e+00	
   5.4293000e+00	   1.0338000e+00	
   5.5262000e+00	   1.0111000e+00	
   5.6232000e+00	   9.8950000e-01	
   5.7201000e+00	   9.7070000e-01	
   5.8171000e+00	   9.5620000e-01	
   5.9140000e+00	   9.4680000e-01	
   6.0110000e+00	   9.4300000e-01	
   6.1079000e+00	   9.4470000e-01	
   6.2049000e+00	   9.5110000e-01	
   6.3018000e+00	   9.6130000e-01	
   6.3988000e+00	   9.7400000e-01	
   6.4957000e+00	   9.8800000e-01	
   6.5927000e+00	   1.0018000e+00	
   6.6896000e+00	   1.0142000e+00	
   6.7866000e+00	   1.0243000e+00	
   6.8835000e+00	   1.0313000e+00	
   6.9805000e+00	   1.0349000e+00	
   7.0774000e+00	   1.0351000e+00	
   7.1744000e+00	   1.0321000e+00	
   7.2713000e+00	   1.0266000e+00	
   7.3683000e+00	   1.0191000e+00	
   7.4652000e+00	   1.0106000e+00	
   7.5622000e+00	   1.0020000e+00	
   7.6591000e+00	   9.9390000e-01	
   7.7561000e+00	   9.8700000e-01	
   7.8530000e+00	   9.8190000e-01	
   7.9500000e+00	   9.7890000e-01	
   8.0469000e+00	   9.7800000e-01	
   8.1439000e+00	   9.7920000e-01	
   8.2408000e+00	   9.8210000e-01	
   8.3378000e+00	   9.8630000e-01	
   8.4347000e+00	   9.9140000e-01	
   8.5317000e+00	   9.9680000e-01	
   8.6286000e+00	   1.0020000e+00	
   8.7256000e+00	   1.0066000e+00	
   8.8225000e+00	   1.0102000e+00	
   8.9195000e+00	   1.0125000e+00	
   9.0164000e+00	   1.0136000e+00	
   9.1134000e+00	   1.0133000e+00	
   9.2103000e+00	   1.0119000e+00	
   9.3073000e+00	   1.0095000e+00	
   9.4042000e+00	   1.0065000e+00	
   9.5012000e+00	   1.0032000e+00	
   9.5981000e+00	   9.9990000e-01	
   9.6951000e+00	   9.9690000e-01	
   9.7920000e+00	   9.9440000e-01	
   9.8890000e+00	   9.9270000e-01	
   9.9859000e+00	   9.9170000e-01	
   1.0082900e+01	   9.9160000e-01	
   1.0179800e+01	   9.9220000e-01	
   1.0276800e+01	   9.9350000e-01	
   1.0373800e+01	   9.9530000e-01	
   1.0470700e+01	   9.9730000e-01	
   1.0567700e+01	   9.9930000e-01	
   1.0664600e+01	   1.0013000e+00	
   1.0761600e+01	   1.0030000e+00	
   1.0858500e+01	   1.0042000e+00	
   1.0955500e+01	   1.0050000e+00	
   1.1052400e+01	   1.0052000e+00	
   1.1149400e+01	   1.0050000e+00	
   1.1246300e+01	   1.0044000e+00	
   1.1343300e+01	   1.0034000e+00	
   1.1440200e+01	   1.0022000e+00	
   1.1537200e+01	   1.0009000e+00	
   1.1634100e+01	   9.9960000e-01	
   1.1731100e+01	   9.9850000e-01	
   1.1828000e+01	   9.9760000e-01	
   1.1925000e+01	   9.9700000e-01	
   1.2021900e+01	   9.9680000e-01	
   1.2118900e+01	   9.9680000e-01	
   1.2215800e+01	   9.9710000e-01	
